📺超高清频道,#genre#
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8$订阅源
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40$订阅源
Now华剧,http://iptv.4666888.xyz/iptv2A.php?id=84$订阅源
靖天资讯,https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40$订阅源

🎬电影频道,#genre#
CHC动作电影,http://129.150.54.232:10001/yy/1382736823$订阅源
CHC高清电影,http://183.237.95.108:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CHC高清电影,http://218.15.183.23:9901/tsfile/live/23044_1.m3u8$订阅源
CHC高清电影,http://120.198.101.106:9901/tsfile/live/1053_1.m3u8?key=txiptv$订阅源
CHC高清电影,http://dassby.qqff.top:99/live/CHC高清/index.m3u8$订阅源
CHC高清电影,rtsp://115.153.247.80/PLTV/88888888/224/3221226990/86128784.smil$订阅源
CHC高清电影,rtsp://115.153.230.145/PLTV/88888888/224/3221226990/86128784.smil$订阅源
CHC高清电影,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226990/86128784.smil$订阅源
淘剧场,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.95:8001$订阅源
淘娱乐,http://ydl.yueyaoxian.top:8686/rtp/239.3.1.100:8001$订阅源
NewTV动作电影,http://43.138.0.72:35455/yy/1382736823$订阅源
靖天映画,https://cdn.iptv8k.top/dl/jrys.php?id=320&time=20240926215313&ip=111.229.253.40$订阅源
靖天戏剧,https://cdn.iptv8k.top/dl/jrys.php?id=318&time=20240926215313&ip=111.229.253.40$订阅源
经典电影,https://cdn.iptv8k.top/dl/jrys.php?id=396&time=20240926215313&ip=111.229.253.40$订阅源
IPTV经典电影,http://43.138.0.72:35455/yy/1382754187$订阅源
天映经典,https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40$订阅源
星空卫视,https://cdn.iptv8k.top/dl/jrys.php?id=21&time=20240926215313&ip=111.229.253.40$订阅源
东森洋片,https://cdn.iptv8k.top/dl/jrys.php?id=232&time=20240926215313&ip=111.229.253.40$订阅源

🎥咪咕直播,#genre#

🏀体育频道,#genre#
五星体育,https://gdcucc.v1.mk/gdcucc/wxty.m3u8$订阅源
爱体育,rtsp://180.95.143.19/PLTV/88888910/224/3221225508/10000100000000060000000000107288_0.smil$订阅源
爱体育,rtsp://116.176.26.18/PLTV/88888910/224/3221225508/10000100000000060000000000107288_0.smil$订阅源
爱体育,rtsp://118.212.169.207:554/PLTV/88888888/224/3221227315/10000100000000060000000001946406_0.smil$订阅源
爱体育,rtsp://60.13.39.19/PLTV/88888910/224/3221225508/10000100000000060000000000107288_0.smil$订阅源
爱体育,rtsp://60.13.23.179/PLTV/88888910/224/3221225508/10000100000000060000000000107288_0.smil$订阅源
爱体育,rtsp://221.7.61.147/PLTV/88888910/224/3221225508/10000100000000060000000000107288_0.smil$订阅源
爱体育,rtsp://116.176.26.19/PLTV/88888910/224/3221225508/10000100000000060000000000107288_0.smil$订阅源
爱体育,rtsp://60.13.39.18/PLTV/88888910/224/3221225508/10000100000000060000000000107288_0.smil$订阅源
爱体育,rtsp://115.153.245.70/PLTV/88888888/224/3221227012/86440946.smil$订阅源
爱体育,rtsp://115.153.254.81/PLTV/88888888/224/3221227044/86502115.smil$订阅源
超级体育,http://111.43.126.240:9003/hls/86/index.m3u8$订阅源
辽宁体育,http://120.76.248.139/live/bfgd/4200000611.m3u8$订阅源
睛彩篮球,http://drive.mxmy.net:8888/udp/239.3.1.126:8001$订阅源
睛彩广场舞,http://183.220.20.17:4321/rtp/239.10.0.131:5140$订阅源
睛彩广场舞,http://112.109.206.106:9999/rtp/239.255.40.210:8208$订阅源
睛彩广场舞,http://www.douzhicloud.site:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive$订阅源
睛彩广场舞,http://www.douzhicloud.site:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive$订阅源
JJ斗地主,http://huanqiuzhibo.cn/manifest/douyu.php?id=488743$订阅源
JJ斗地主,http://zzy789.xyz/douyu1.php?id=488743$订阅源

🪁动画频道,#genre#
新动漫,http://dassby.qqff.top:99/live/新动漫/index.m3u8$订阅源
新动漫,rtsp://115.153.245.70/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.254.81/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.240.228:554/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.212.72/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.230.145/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.247.80/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.222.112:554/PLTV/88888888/224/3221226973/86129004.smil$订阅源
新动漫,rtsp://115.153.233.154/PLTV/88888888/224/3221226973/86129004.smil$订阅源
CN卡通,https://cdn.iptv8k.top/dl/jrys.php?id=364&time=20240926215313&ip=111.229.253.40$订阅源
黑莓动画,http://111.43.126.240:9003/hls/100/index.m3u8$订阅源
炫动卡通,http://120.238.94.10:9901/tsfile/live/1037_1.m3u8$订阅源
炫动卡通,http://183.237.95.108:9901/tsfile/live/1100_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
炫动卡通,http://218.15.183.23:9901/tsfile/live/23042_1.m3u8$订阅源
炫动卡通,rtsp://118.212.169.207:554/PLTV/88888888/224/3221226968/10000100000000060000000000568712_0.smil$订阅源
炫动卡通,rtsp://115.153.245.70/PLTV/88888888/224/3221225583/iptv7982.smil$订阅源
炫动卡通,rtsp://115.153.254.81/PLTV/88888888/224/3221225583/iptv7982.smil$订阅源
炫动卡通,rtsp://115.153.240.228:554/PLTV/88888888/224/3221225583/iptv7982.smil$订阅源
炫动卡通,rtsp://115.153.212.72/PLTV/88888888/224/3221225583/iptv7982.smil$订阅源
炫动卡通,rtsp://115.153.247.80/PLTV/88888888/224/3221225583/iptv7982.smil$订阅源
炫动卡通,rtsp://115.153.230.145/PLTV/88888888/224/3221225583/iptv7982.smil$订阅源
七龙珠,http://huanqiuzhibo.cn/manifest/huya.php?id=11601966$订阅源
火影忍者,https://hd.ijycnd.com/play/Yer3NWLa/index.m3u8$订阅源
海绵宝宝,http://zzy789.xyz/douyu1.php?id=1569773$订阅源
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8$订阅源
蜡笔小新,http://www.douzhicloud.site:35455/bilibili/30837590$订阅源
漫画解说,https://lunbo.freetv.top/yy/1382735568$订阅源
漫画解说,http://zzy789.xyz/douyu1.php?id=5907076$订阅源

🎮游戏频道,#genre#

🎵音乐频道,#genre#
音乐现场,http://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8$订阅源
音乐现场,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8$订阅源
Home Plus,https://homeplushls.wns.live/hls/stream.m3u8$本地源
音乐之声,http://a.live.hnradio.com/yypd/radio120k_yypd.m3u8?auth_key=1588751172-0-0-d97b858279c1c86650172b9913ea4af2$订阅源
潮流音乐,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8$订阅源

content.no_result_channel_genre,#genre#
CCTV16 4K,url
广东卫视4K,url
四川卫视4K,url
山东卫视4K,url
江苏卫视4K,url
河北4K,url
爱上4K,url
CCTV-2,url
CCTV-4,url
CCTV-5,url
CCTV-5+,url
CCTV-6,url
CCTV-8,url
CCTV-9,url
CCTV-10,url
CCTV-11,url
CCTV-13,url
CCTV-14,url
CCTV-16,url
CCTV-4欧洲,url
CCTV-4美洲,url
CETV-1,url
CETV-3,url
CGTN,url
CGTN阿语,url
CGTN法语,url
电视指南,url
风云剧场,url
风云音乐,url
央视台球,url
风云足球,url
文化精品,url
世界地理,url
女性时尚,url
湖南卫视,url
北京卫视,url
安徽卫视,url
东南卫视,url
甘肃卫视,url
贵州卫视,url
河北卫视,url
吉林卫视,url
辽宁卫视,url
宁夏卫视,url
山东卫视,url
四川卫视,url
天津卫视,url
广东珠江,url
广东体育,url
广东卫视,url
江门侨乡生活,url
深圳卫视,url
汕头文旅,url
茂名综合,url
茂名公共,url
浙江钱江,url
浙江钱江都市,url
浙江钱江台,url
浙江生活,url
浙江经济生活,url
浙江教育,url
浙江新闻,url
浙江少儿,url
杭州生活,url
杭州影视,url
杭州青少,url
杭州少体,url
杭州导视,url
宁波TV1,url
宁波TV2,url
宁波TV3,url
宁波TV4,url
NBTV-1,url
NBTV-2,url
NBTV-3,url
NBTV-4,url
浙江教科,url
浙江经济,url
之江纪录,url
浙江国际,url
嘉兴公共,url
嘉兴文化影视,url
丽水新闻,url
衢州公共,url
金华教育科技,url
金华新闻综合,url
金华公共,url
舟山新闻综合,url
舟山公共,url
浙江经视,url
浙江留学,url
浙江民生休闲,url
浙江数码时代,url
浙江教科影院,url
浙江教科影视,url
浙江公共新闻,url
浙江休闲台,url
龙游新闻综合,url
金华都市农村,url
鄞州二套,url
鄞州一套,url
遂昌综合,url
遂昌新闻综合,url
象山电视台新闻综合,url
象山新闻综合,url
萧山生活,url
舟山群岛旅游,url
舟山公共生活,url
缙云综合,url
缙云新闻综合,url
绍兴文化影视,url
绍兴公共,url
海盐新闻,url
洞头综合,url
武义新闻综合,url
松阳新闻综合,url
普陀电视台,url
新昌生活,url
文成新闻综合,url
数码时代,url
开化新闻综合,url
庆元新闻综合,url
平湖民生休闲,url
嵊泗新闻综合,url
义乌新闻综合,url
东阳影视生活,url
上虞新闻综合,url
上虞新商都,url
上虞文化影院,url
上虞文化影视,url
石景山有线,url
通州电视台,url
上海教育,url
东方财经,url
嘉定电视台,url
天水公共,url
崇明电视台,url
新闻综合,url
纪实人文,url
金山电视台,url
万源新闻综合,url
荣昌综合,url
潼南综合,url
武隆综合,url
大足综合,url
北碚综合,url
万州综合,url
重庆新闻,url
东台综合,url
东海新闻,url
南京教科,url
南京生活,url
南通都市生活,url
大丰公共,url
如东一套新闻综合,url
如东新闻综合,url
姜堰新闻综合,url
宿迁公共,url
常州公共,url
常州新闻综合,url
常州生活,url
常州都市,url
常熟新闻,url
张家港新闻综合,url
张家港民生,url
徐州-1,url
徐州公共,url
徐州新聞綜合,url
扬中党建民生,url
扬中新闻,url
扬州城市,url
扬州新闻,url
扬州生活,url
扬州邗江,url
新沂新闻,url
新沂生活,url
无锡娱乐,url
无锡新闻综合,url
无锡生活,url
无锡经济,url
无锡都市资讯,url
江宁电视台综合,url
江苏体育,url
江苏公共,url
沛县新闻综合,url
沭阳综合,url
泗阳资讯,url
泰州一套新闻综合,url
泰州三套影视娱乐,url
海安新闻综合,url
涟水电视台综合,url
涟水综合,url
淮安公共,url
淮安影院娱乐,url
淮阴综合,url
盐都综合,url
睢宁三农,url
睢宁生活教育,url
睢宁资讯,url
苏州4k,url
苏州新闻综合,url
贾汪新闻,url
贾汪旅游,url
连云港公共,url
金坛新闻,url
高邮一套新闻综合,url
高邮综合,url
辽宁经济,url
辽宁都市,url
湖南都市,url
湖南视剧,url
湖南电影,url
湖南爱晚,url
湖南教育,url
湖南娱乐,url
湖南国际,url
湖南金鹰纪实,url
长沙新闻综合,url
长沙新闻,url
长沙女性,url
益阳公共,url
湘潭新闻综合,url
湘潭公共,url
汝城综合,url
永顺综合,url
宁乡综合,url
娄底综合,url
湖北综合,url
湖北经视,url
湖北生活,url
湖北教育,url
湖北影视,url
湖北公共新闻,url
湖北公共,url
湖北经济,url
湖北垄上,url
武汉三台科技生活,url
武汉四台经济,url
武汉五台文体,url
武汉六台外语,url
武汉经济,url
武汉新闻综合,url
武汉外语,url
江夏新闻综合,url
十堰新闻,url
郧阳新闻综合,url
云梦综合,url
武汉生活,url
武汉新闻,url
潜江综合,url
北海新闻综合,url
北海经济科教,url
南宁影娱乐,url
来宾综合,url
灌阳新闻综合,url
田东综合,url
罗城综合,url
贺州综合,url
资源电视台,url
都安综合,url
广西新闻,url
北海新闻,url
桂林新闻,url
广西贺州,url
广西国际,url
广西乐思购,url
滨海新闻,url
滨海综艺,url
滨海影院,url
天津都市,url
天津新闻,url
天津文艺,url
天津卫视,url
万源新闻综合,url
乐山公共,url
南充公共,url
南充新闻,url
南充科教,url
双流综合,url
叙永综合,url
大竹新闻综合,url
大竹阳光政务,url
广元公共,url
德阳公共,url
德阳新闻综合,url
攀枝花新闻综合,url
昭化综合,url
松潘新闻综合,url
汉源综合,url
汶川新闻综合,url
沙湾综合,url
泸县新闻综合,url
筠连综合,url
绵阳科技,url
绵阳综合,url
营山电视台,url
蓬安新闻综合,url
西昌综合,url
雅安公共,url
雅安新闻综合,url
青神综合,url
龙泉驿新闻综合,url
陕西农林卫视,url
陕西农林,url
陕西生活,url
陕西公共,url
陕西影视,url
三明公共,url
三明新闻综合,url
云霄综合,url
厦门卫视,url
宁化电视一套,url
将乐综合,url
建宁综合,url
德化新闻综合,url
新罗电视一套,url
晋江电视台,url
永安综合,url
泰宁新闻,url
漳州新闻综合,url
漳浦综合,url
石狮综合,url
福州少儿,url
福州生活,url
福州综合,url
霞浦综合,url
龙岩新闻综合,url
福建文体,url
福建电视剧,url
福建综合,url
福建经视,url
福建体育,url
福建少儿,url
漳州新闻,url
梨园,url
义马新闻综合,url
扶沟综合,url
新乡县电视台,url
焦作综合,url
鹤壁综合,url
许昌公共,url
禹州公共,url
睛彩许昌,url
睛彩焦作,url
焦作教育,url
焦作公共,url
濮阳公共,url
洛阳综合,url
洛阳科教,url
洛阳文旅,url
开封文化旅游,url
周口新闻综合,url
偃师新闻,url
邯郸公共,url
邯郸新闻,url
邢台综合,url
邢台城生,url
衡水公共,url
滦平新闻,url
河北农民,url
昌黎综合,url
任丘文娱,url
任丘综合,url
兴隆综合,url
大厂一套,url
平泉影视,url
平泉综合,url
昌黎,url
清河新闻综合,url
清河经济综艺,url
松桃新闻,url
石阡新闻,url
七星关电视台,url
道真新闻综合,url
凤冈综合,url
安顺新闻,url
清镇新闻综合,url
贵州移动电视,url
遵义公共,url
崆峒综合,url
甘肃公共,url
临洮综合,url
临潭综合,url
卓尼综合,url
天水公共,url
天水新闻综合,url
定西公共,url
定西综合,url
岷县综合,url
平凉新闻综合,url
成县综合,url
景泰综合,url
武威凉州,url
武威新闻,url
渭源新闻,url
甘南藏语,url
白银公共,url
白银文化教育,url
碌曲综合,url
礼县综合,url
舟曲新闻,url
西和综合,url
西峰综合,url
通渭综合,url
酒泉综合,url
金川综合,url
金昌综合,url
陇西综合,url
靖远综合,url
静宁综合,url
伊犁汉语综合,url
兵团四师可克达拉综合,url
兵团八师石河子新闻综合,url
兵团八师石河子经济生活,url
奎屯哈萨克语,url
霍尔果斯综合,url
新疆卫视,url
石河子影视文体,url
石河子经济生活,url
山东新闻,url
山东国际,url
山东居家购物,url
山东生活,url
济南综合,url
济南新闻综合,url
济南都市,url
济南生活,url
济南影视,url
济南娱乐,url
济南少儿,url
济南商务,url
济南教育,url
济南鲁中,url
青岛城阳,url
青州电视台文化旅游,url
青州电视台新闻综合,url
青州电视台生活,url
济宁公共,url
济宁图文,url
济宁教育,url
济宁新闻综合,url
济宁综合,url
威海一套新闻综合,url
中华美食,url
临沂公共,url
临沂农科,url
临沂新闻综合,url
日照公共,url
日照新闻综合,url
日照科教,url
枣庄公共,url
枣庄教育,url
枣庄新闻综合,url
淄博生活,url
淄博都市,url
滨州公共,url
潍坊新闻综合,url
烟台公共,url
烟台新闻综合,url
烟台经济科技,url
菏泽三套影视,url
菏泽影,url
古县综合,url
吉县新闻综合,url
定襄综合,url
山西影视,url
山西文体,url
山西文体生活,url
山西法治,url
山西社会与法治,url
山西经济,url
山西经济与科技,url
平遥新闻综合,url
怀仁综合,url
汾西综合,url
潞城新闻综合,url
灵石新闻综合,url
祁县新闻综合,url
运城公共,url
运城科技教育,url
长子综合,url
长治公共,url
阳曲综合,url
高平综合,url
黄河电视台,url
安徽国际,url
合肥公共,url
歙县综合,url
肥西综合,url
黄山新闻综合,url
黄山公共生活,url
霍山综合,url
阜南新闻综合,url
铜陵新闻综合,url
金寨综合,url
芜湖新闻综合,url
芜湖公共,url
滁州科教,url
滁州新闻综合,url
滁州市广播电视台 新闻综合,url
滁州市广播电视台 公共,url
滁州公共,url
淮南新闻综合,url
淮南公共,url
涡阳新闻综合,url
当涂新闻综合,url
岳西综合,url
宿州科教,url
宿州新闻综合,url
宿州公共,url
安徽影院,url
六安新闻综合,url
六安公共,url
亳州新闻,url
宁夏公共,url
银川生活,url
银川公共,url
银川文体,url
宁夏少儿,url
石嘴山综合,url
吉林都市,url
吉林生活,url
吉林影院,url
吉林公共,url
延边-1,url
延边朝鲜语综合,url
延边汉语综合,url
长白新闻综合,url
长白朝语,url
内蒙新闻,url
内蒙少儿,url
蒙语文化,url
内蒙古综合,url
内蒙古经济生活,url
内蒙古少儿,url
内蒙古农牧,url
内蒙古蒙语文化,url
屏边综合,url
峨山电视,url
巧家综合,url
开远综合,url
文山州公共,url
施甸综合,url
昆明公共,url
昆明科学教育,url
普洱新闻综合,url
梁河综合,url
石屏综合,url
福贡综合,url
红河州新闻综合,url
绥江综合,url
美丽云南,url
腾冲综合,url
芒市综合,url
西双版纳公共,url
西双版纳综合,url
贡山综合,url
金平综合,url
云南都市,url
云南娱乐,url
云南少儿,url
云南澜湄国际,url
安多卫视,url
西宁新闻综合,url
西宁生活服务,url
海西州综合,url
门源综合,url
贵南综合,url
化隆综合,url
民和综合,url
兴海综合,url
大通电视台,url
青海经视,url
青海都市,url
青海综合,url
黑龙江新闻,url
黑龙江科教,url
大庆公共,url
萝北综合,url
哈尔滨都市资讯,url
双鸭山综合,url
七台河民生社教,url
明珠台,url
凤凰卫视,url
J2,url
无线新闻,url
Now剧集,url
星卫娱乐,url
CHC家庭影院,url
NewTV惊悚悬疑,url
星卫娱乐,url
无线星河,url
私人影院,url
东森电影,url
龙祥电影,url
东森超视,url
咪咕直播1,url
咪咕直播2,url
咪咕直播3,url
咪咕直播4,url
咪咕直播5,url
咪咕直播6,url
咪咕直播7,url
咪咕直播8,url
咪咕直播9,url
咪咕直播10,url
咪咕直播11,url
咪咕直播12,url
咪咕直播13,url
咪咕直播14,url
咪咕直播15,url
咪咕直播16,url
咪咕直播17,url
咪咕直播18,url
咪咕直播19,url
咪咕直播20,url
咪咕直播21,url
咪咕直播22,url
咪咕直播23,url
咪咕直播24,url
咪咕直播25,url
咪咕直播26,url
咪咕直播27,url
咪咕直播28,url
咪咕直播29,url
咪咕直播30,url
咪咕直播31,url
咪咕直播32,url
咪咕直播33,url
咪咕直播34,url
咪咕直播35,url
咪咕直播36,url
咪咕直播37,url
咪咕直播38,url
CCTV-5,url
CCTV-5+,url
广东体育,url
纬来体育,url
体育赛事,url
劲爆体育,url
精品体育,url
福建体育,url
天津体育,url
江苏体育,url
吉林篮球,url
风云足球,url
足球频道,url
魅力足球,url
天元围棋,url
快乐垂钓,url
少儿动画,url
卡酷动画,url
青春动漫,url
爱动漫,url
宝宝动画,url
金鹰卡通,url
24H国漫热播,url
浙江少儿,url
河北少儿科教,url
斗破苍穹玄幻剧,url
猫和老鼠,url
经典动漫,url
游戏风云,url
游戏竞技,url
电竞游戏,url
海看电竞,url
电竞天堂,url
爱电竞,url
风云音乐,url
音乐广播,url
音乐调频广播,url

🕘️更新时间,#genre#
2026-01-02 19:04:31,https://play-qukan.cztv.com/live/1758879019692345.m3u8$本地源
